Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,mean,std,n_cells,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes
Tmem241,ENSMUSG00000049411,18,12121537,11964450,-,-0.008,-5.0063663964417074e-12,0.04152852219178114,61,-3.5005693435668945,,,,,,,,,,,,,,,,False
Npc1,ENSMUSG00000024413,18,12236400,12189692,-,0.0539,-2.4608867079283354e-11,0.1829948863658004,1206,-0.13611912727355957,,,,,,,,,,,,,,,,False
Ankrd29,ENSMUSG00000057766,18,12305797,12252362,-,0.0445,-2.706975378721169e-12,0.1776300408880647,1094,-0.15748953819274902,,,,,,,,,,,,,,,,False
Osbpl1a,ENSMUSG00000044252,18,12941841,12755314,-,0.0141,-5.242073201435468e-11,0.4306898532720308,6267,0.030272364616394043,0.3313348127993906,0.559909491839719,0.2655728037259209,8.613031237987109,0.3258278001844883,0.137640118598938,0.19959916174411774,0.2913534561619528,0.0,0.0,0.19384899003327027,0.41239430507085517,0.6107814965673304,0.6786677307498855,2.512893999597247,True
Zfp521,ENSMUSG00000024420,18,13972787,13687013,-,0.0255,-1.848741139331162e-11,0.060789944995221314,141,-1.189378023147583,,,,,,,,,,,,,,,,False
Ss18,ENSMUSG00000037013,18,14682914,14624198,-,-0.0252,-1.0324092638468566e-10,0.46377071890692606,7541,-0.5841784477233887,,,,,,,,,,,,,,,,False
Kctd1,ENSMUSG00000036225,18,15151446,14968685,-,0.0276,-3.4452413910996696e-11,0.29839790829803287,3025,-0.08522355556488037,,,,,,,,,,,,,,,,False
Aqp4,ENSMUSG00000024411,18,15410982,15389496,-,-0.0047,5.844605931329797e-12,0.1078747069044978,311,0.34319424629211426,0.44546463717764495,6.142749420956249,0.3821718338969412,2.9987592002321573,0.08301830738782884,0.014996777288615704,0.189676433801651,9.002461696882106e-17,0.0,0.0,0.40295081892525864,0.04445450551749957,0.4224854300585415,0.5651033946935106,1.7758722813002195,False
Chst9,ENSMUSG00000047161,18,15760157,15451924,-,0.0032,-4.448341109741551e-12,0.013103277545297404,5,0.029950857162475586,0.0045114390120188416,0.023705350628025514,0.026562253071740385,29.21471947097728,5.971200048923492,0.09114665538072586,0.025186223909258842,0.006364040636009949,0.0,0.0,0.18147884805800435,0.1899938983146807,0.055924749050032474,0.9215174335288053,11.656708590034151,False
Cdh2,ENSMUSG00000024304,18,16809246,16588877,-,-0.005,9.499022692603375e-11,0.262678488383294,2330,-1.0283422470092773,,,,,,,,,,,,,,,,False
Dsc2,ENSMUSG00000024331,18,20059554,20030633,-,0.0284,8.071780498295211e-12,0.045972029513162226,139,0.43420082330703735,0.051636424475320616,0.49115816018270736,0.1302355699805026,15.458256251733266,0.5053992207348346,0.03539223223924637,0.07720616459846497,4.879988836038697e-09,0.0,0.0,0.3191499915651445,0.09043749216060609,0.2244351636859235,0.8133358636209587,4.018435228638302,False
B4galt6,ENSMUSG00000056124,18,20746404,20684599,-,-0.0073,4.952534499705775e-12,0.39128666606222146,5446,-0.5021117925643921,,,,,,,,,,,,,,,,False
Trappc8,ENSMUSG00000033382,18,20896093,20817223,-,0.0073,1.3655614147713577e-10,0.3057457421511193,3450,-2.3260629177093506,,,,,,,,,,,,,,,,False
Garem1,ENSMUSG00000042680,18,21300138,21127201,-,0.0092,-4.7495113463016875e-11,0.21296024833468044,1652,-0.4310755729675293,,,,,,,,,,,,,,,,False
Nol4,ENSMUSG00000041923,18,23041653,22693181,-,-0.0053,-9.843546831713342e-13,0.0874397769419576,221,0.8825284466147423,0.0677824783091182,0.03254117498500274,0.1134322483433005,20.21827877994312,6.600254442956712,0.7666640877723694,0.14003340899944305,0.31049423695818673,0.0,0.0,0.39714484368053593,1.5701454079216441,0.3055112507868687,0.3106034588723835,5.753302190056276,False
Gm15972,ENSMUSG00000086287,18,23752305,23750447,-,0.027,-2.342648791883341e-12,0.015184689947689197,8,-0.012923955917358398,,,,,,,,,,,,,,,,False
Zfp24,ENSMUSG00000051469,18,24020810,24009702,-,-0.0297,5.194681906630442e-11,0.45164589463644306,7181,-0.20136451721191406,,,,,,,,,,,,,,,,False
Ino80c,ENSMUSG00000047989,18,24121953,24104757,-,0.0592,4.77412021338097e-11,0.2671371252683046,2667,-0.04804074764251709,,,,,,,,,,,,,,,,False
Rprd1a,ENSMUSG00000040446,18,24530204,24484960,-,-0.0092,3.691330061892503e-12,0.2794899481373069,2825,-1.171187400817871,,,,,,,,,,,,,,,,False
Slc39a6,ENSMUSG00000024270,18,24603817,24579881,-,0.0808,-1.8806485541955804e-10,0.42921065840771155,6571,-0.18530690670013428,,,,,,,,,,,,,,,,False
Tpgs2,ENSMUSG00000024269,18,25169007,25127223,-,0.0081,-4.700293612143121e-11,0.15281962898992427,890,-0.12717878818511963,,,,,,,,,,,,,,,,False
Celf4,ENSMUSG00000024268,18,25754157,25477632,-,-0.0412,-3.5917050047858926e-11,0.5403854605508969,7235,0.5483101904392242,1.788696202091444,0.7241179132086782,0.5322542717424167,9.65701997948718,0.3856865644454956,0.3520265221595764,0.463208943605423,0.15164213572380952,0.0,0.0,0.4981350668873485,2.583178841092993,2.6523227411611323,1.4208656044188803,1.730624892207257,True
Syt4,ENSMUSG00000024261,18,31447406,31437808,-,-0.0027,-6.816656180961488e-11,0.2258147361874709,529,0.5128276944160461,,,,,,,,,,,,,,,,False
Slc25a46,ENSMUSG00000024259,18,31609911,31556111,-,-0.014,-2.6454532110229606e-11,0.11233312704483929,457,-1.4234025478363037,,,,,,,,,,,,,,,,False
Gm26533,ENSMUSG00000097748,18,31789045,31781226,-,-0.0342,-1.371944339670047e-11,0.06934418723580647,180,-0.46780097484588623,,,,,,,,,,,,,,,,False
Sft2d3,ENSMUSG00000044982,18,31911824,31909098,-,-0.0739,1.0302656008161222e-10,0.38715007751316804,5072,0.0,,,,,,,,,,,,,,,,False
Myo7b,ENSMUSG00000024388,18,32036961,31959234,-,-0.0019,-8.584264961640638e-13,0.013861609755649373,4,0.0001767873764038086,,,,,,,,,,,,,,,,False
A830052D11Rik,ENSMUSG00000097413,18,32378278,32359053,-,-0.008,9.459033283599538e-12,0.05047868850850299,86,-0.08058500289916992,,,,,,,,,,,,,,,,False
Gypc,ENSMUSG00000090523,18,32560034,32528322,-,0.0221,-3.076108384910419e-13,0.04624694466436483,71,-0.05855762958526611,,,,,,,,,,,,,,,,False
Stard4,ENSMUSG00000024378,18,33213862,33199355,-,0.0185,1.3657152201906035e-10,0.42314489542083483,5864,0.013271331787109375,0.16636057502056717,2.117987998468174,0.16974518015284984,10.657856697655477,0.23019761681556705,0.03170030564069748,0.18556301295757294,0.18091022721683273,0.0,0.0,0.3042202537201344,0.09718775541119895,0.619264589301471,1.2196849054533232,2.763786275316414,True
Nrep,ENSMUSG00000042834,18,33464029,33437019,-,0.0853,2.4608867079283353e-12,0.17754744775489809,1038,-0.06622970104217529,,,,,,,,,,,,,,,,False
Epb41l4a,ENSMUSG00000024376,18,34006966,33796327,-,0.0136,1.5688152763043139e-12,0.060851572821484984,129,0.3030824661254883,0.04452525990016399,0.269954259413073,0.38481163746795594,8.539899856605073,1.6917555997769036,0.061560746282339096,0.030778756365180016,0.036943683538984494,0.0,0.0,0.17648863188540626,0.18454466988227824,0.08997735733182394,1.3834631362145715,1.85206826082493,True
Reep5,ENSMUSG00000005873,18,34374070,34344885,-,0.2075,8.346827845680366e-12,0.6167722546486214,7737,0.48595279455184937,3.264854861926994,14.254759355357027,0.7194361198321914,12.552053049309615,0.028063661567866802,0.05689319968223572,0.9426901936531067,0.1071401886996834,0.0,0.0,0.4971283709142247,0.20331834982288863,7.1651642800405115,3.4451559417259174,1.1220732104473543,False
Fam13b,ENSMUSG00000036501,18,34506831,34442351,-,-0.0579,-7.382660123785005e-12,0.23890590171428905,2125,-4.185005187988281,,,,,,,,,,,,,,,,False
Nme5,ENSMUSG00000035984,18,34579115,34562634,-,0.0066,-8.613103477749174e-13,0.09377906074700408,279,-0.14225399494171143,,,,,,,,,,,,,,,,False
4933408B17Rik,ENSMUSG00000049357,18,34597468,34579846,-,-0.0262,-2.2870865841808968e-11,0.10905835194964493,449,-0.5485341548919678,,,,,,,,,,,,,,,,False
Brd8,ENSMUSG00000003778,18,34624601,34598615,-,-0.0563,2.1450088281528466e-11,0.48407932152664557,7373,-0.020549893379211426,,,,,,,,,,,,,,,,False
Cdc23,ENSMUSG00000024370,18,34651735,34630951,-,0.0045,2.9038463153554357e-11,0.23772031158380105,2109,-0.46605193614959717,,,,,,,,,,,,,,,,False
Cdc25c,ENSMUSG00000044201,18,34751533,34732993,-,0.0027,3.810240876646696e-11,0.29536261368192224,4551,0.005392313003540039,,,,,,,,,,,,,,,,False
Etf1,ENSMUSG00000024360,18,34932007,34902785,-,0.1288,-2.6544412152101206e-11,0.6031763894499952,8350,-0.36007821559906006,,,,,,,,,,,,,,,,False
Hspa9,ENSMUSG00000024359,18,34954357,34937414,-,0.1591,3.520702174917003e-12,0.4954849053436679,8387,-0.32667267322540283,,,,,,,,,,,,,,,,False
Lrrtm2,ENSMUSG00000071862,18,35215024,35209003,-,0.0082,1.3511806080719017e-11,0.04260355670071946,65,0.0,,,,,,,,,,,,,,,,False
Sil1,ENSMUSG00000024357,18,35499780,35266396,-,-0.003,-1.0297272818487627e-11,0.34410959918615425,4305,-0.7673705816268921,,,,,,,,,,,,,,,,False
Gm50163,ENSMUSG00000118030,18,35598573,35584519,-,0.0031,-4.6103174418844904e-12,0.016712966055798216,11,-1.4502637386322021,,,,,,,,,,,,,,,,False
Slc23a1,ENSMUSG00000024354,18,35627244,35614604,-,-0.0069,7.436492020520939e-12,0.029874449727112253,36,-0.11844015121459961,,,,,,,,,,,,,,,,False
Mzb1,ENSMUSG00000024353,18,35649367,35647267,-,-0.0444,2.9465909901711674e-12,0.009251264695999448,68,-0.003919124603271484,,,,,,,,,,,,,,,,False
Prob1,ENSMUSG00000073600,18,35655238,35650351,-,-0.0169,4.10660469385541e-12,0.04712290678752232,94,-0.012416839599609375,,,,,,,,,,,,,,,,False
Spata24,ENSMUSG00000024352,18,35662186,35656689,-,0.0279,-8.908409882700575e-11,0.25354414647070217,2277,-0.47859084606170654,,,,,,,,,,,,,,,,False
Dnajc18,ENSMUSG00000024350,18,35708414,35671103,-,0.005,4.857175139773552e-11,0.3048682607824825,3290,-0.2930067777633667,,,,,,,,,,,,,,,,False
Ecscr,ENSMUSG00000073599,18,35722356,35713086,-,0.0291,-3.245294346080492e-12,0.05396133203367834,93,-0.0016889572143554688,,,,,,,,,,,,,,,,False
Tmem173,ENSMUSG00000024349,18,35740554,35733679,-,0.0295,-7.1673325368412764e-12,0.09327876676583356,246,0.02068042755126953,,,,,,,,,,,,,,,,False
Gm29417,ENSMUSG00000100320,18,35831093,35830389,-,-0.0167,-2.0779112140069882e-11,0.06011880587162178,123,-0.0025730133056640625,,,,,,,,,,,,,,,,False
Gm36315,ENSMUSG00000118358,18,35890337,35888769,-,0.0082,-1.9754383534346597e-12,0.013066588281954984,6,0.0,,,,,,,,,,,,,,,,False
Nrg2,ENSMUSG00000060275,18,36197380,36017652,-,-0.0268,4.4603571581201076e-13,0.088570637526902,169,0.8244226425886154,0.06133613746254388,0.03146123796571077,0.06920014943302616,20.16531598902933,6.240207354227701,0.7666011452674866,0.15765579044818878,0.21269258981286657,0.0,0.0,0.3914710567492771,1.5293216163813967,0.42755117311527757,0.31134313404184677,7.206812851150057,False
Pfdn1,ENSMUSG00000024346,18,36454524,36403676,-,0.1234,-1.4066034296131548e-10,0.48943288460751644,8457,-0.05855703353881836,,,,,,,,,,,,,,,,False
Hbegf,ENSMUSG00000024486,18,36515805,36504927,-,0.0812,3.124893541327358e-12,0.4848607429844498,6444,-0.06881022453308105,,,,,,,,,,,,,,,,False
Sra1,ENSMUSG00000006050,18,36670815,36666681,-,0.0885,1.3027358062252856e-10,0.5441021872887,8145,-0.012070775032043457,,,,,,,,,,,,,,,,False
Apbb3,ENSMUSG00000117679,18,36679366,36671154,-,-0.0411,3.3714147898618194e-11,0.2436583069660279,2185,-0.12746953964233398,,,,,,,,,,,,,,,,False
E230025N22Rik,ENSMUSG00000044719,18,36695925,36684923,-,0.0223,3.74054779605107e-11,0.07177824299731561,188,-0.053470611572265625,,,,,,,,,,,,,,,,False
Cd14,ENSMUSG00000051439,18,36726798,36725067,-,-0.0137,1.0166538212128936e-10,0.4570145898998971,4989,-0.0009518861770629883,,,,,,,,,,,,,,,,False
Ndufa2,ENSMUSG00000014294,18,36744557,36742332,-,0.0714,1.6919004662652177e-10,0.41906394896011673,8350,0.03313910961151123,0.8946478602836873,11.204542580599329,0.06930408054184313,22.20808926820148,0.010878321728669108,0.02428799495100975,1.0549492835998535,0.18127285506330224,0.0,0.0,0.48080734074870235,0.08069950254219681,8.021154165267944,1.669140828366616,3.691955717855192,False
Dnd1,ENSMUSG00000044595,18,36766214,36763671,-,-0.0164,5.536995092838755e-12,0.06593034187543141,157,-0.002041935920715332,,,,,,,,,,,,,,,,False
Hars,ENSMUSG00000001380,18,36783205,36766528,-,0.1036,-4.4963091748687486e-11,0.5504901031936639,8328,-0.16744232177734375,,,,,,,,,,,,,,,,False
Slc25a2,ENSMUSG00000050304,18,37638745,37637377,-,-0.0174,2.6473757787635296e-12,0.021628387883219857,14,0.0,,,,,,,,,,,,,,,,False
Taf7,ENSMUSG00000051316,18,37644204,37640491,-,-0.0683,-4.3926827736520785e-11,0.3078664182117384,3177,-0.07021236419677734,,,,,,,,,,,,,,,,False
Gm26672,ENSMUSG00000097330,18,37768242,37746559,-,0.0087,-4.650150642259405e-12,0.015233061606613847,7,-0.23972272872924805,,,,,,,,,,,,,,,,False
BC037039,ENSMUSG00000103309,18,37807922,37805718,-,-0.0023,1.673402961391268e-11,0.1005659068650739,356,0.0,,,,,,,,,,,,,,,,False
Gm29994,ENSMUSG00000102713,18,37830200,37829008,-,-0.0112,-4.521879325818316e-12,0.07179822117694554,184,0.0,,,,,,,,,,,,,,,,False
Diaph1,ENSMUSG00000024456,18,37935476,37843601,-,-0.049,1.5524398055740173e-10,0.5007928190721461,8064,-0.12597572803497314,,,,,,,,,,,,,,,,False
Hdac3,ENSMUSG00000024454,18,37955016,37935844,-,0.0127,-8.989319944457582e-11,0.5003587087003218,8319,-0.1301509141921997,,,,,,,,,,,,,,,,False
Fchsd1,ENSMUSG00000038524,18,37969774,37957431,-,-0.0209,-8.920714316240215e-12,0.06567098414326727,147,-0.037999629974365234,,,,,,,,,,,,,,,,False
Arap3,ENSMUSG00000024451,18,37998969,37972628,-,-0.0357,1.5527663416887045e-12,0.008755211033066255,81,-0.0053136348724365234,,,,,,,,,,,,,,,,False
Pcdh1,ENSMUSG00000051375,18,38212053,38185914,-,-0.0131,2.7310074754782815e-12,0.012618159889574192,6,-0.006597399711608887,,,,,,,,,,,,,,,,False
1700086O06Rik,ENSMUSG00000097080,18,38250565,38238405,-,-0.0017,5.1678620866495046e-12,0.18790996583981143,1308,-0.8027585744857788,,,,,,,,,,,,,,,,False
Gnpda1,ENSMUSG00000052102,18,38339003,38327535,-,0.0068,1.3338005956971578e-10,0.21363556830755348,1656,-0.14439702033996582,,,,,,,,,,,,,,,,False
Spry4,ENSMUSG00000024427,18,38601415,38586247,-,0.0179,-1.5503586259948513e-11,0.1194484890592807,513,-0.027359366416931152,,,,,,,,,,,,,,,,False
Fgf1,ENSMUSG00000036585,18,38929472,38838673,-,-0.0576,7.936359633068882e-12,0.4329852044822073,4787,0.18680983781814575,0.3224787997457351,0.6877946372870396,0.37960541355335237,11.359154010805433,0.827049062103033,0.15269257128238678,0.24877996742725372,0.24383834422973966,0.0,0.0,0.34391460750833136,0.44659755688220903,0.7614318325409088,0.8599139889051685,2.2560536127604065,True
Gm15337,ENSMUSG00000085289,18,39389425,39367038,-,-0.0036,9.478258961005228e-13,0.020095938927406135,13,-0.5193473100662231,,,,,,,,,,,,,,,,False
Nr3c1,ENSMUSG00000024431,18,39519421,39410545,-,-0.0579,9.738694793562059e-11,0.4871892011702626,7314,-0.30821478366851807,,,,,,,,,,,,,,,,False
Gm50397,ENSMUSG00000117922,18,39734959,39633103,-,-0.0056,-2.317655411255944e-12,0.010251240431377508,6,0.06878376007080078,0.0029064628622137495,0.013009020650747993,0.04016894596067867,25.798769556177998,9.965636253356934,0.10564867407083511,0.01060129702091217,9.847098611587784e-06,0.0,0.0,0.2545951618692248,0.2109666977843892,0.03257548972032964,1.001380406276147,7.713480138079315,False
Yipf5,ENSMUSG00000024487,18,40219429,40203896,-,0.1407,5.823169301022452e-11,0.4678874868523581,7646,-0.37718629837036133,,,,,,,,,,,,,,,,False
Gm50410,ENSMUSG00000117745,18,41874834,41747234,-,-0.0007,1.9494836889369783e-12,0.013054500970808517,7,-0.40327632427215576,,,,,,,,,,,,,,,,False
Prelid2,ENSMUSG00000056671,18,41951242,41875600,-,0.0755,-1.1096484228242167e-10,0.45064049169071263,5570,0.19678884744644165,0.308596939256085,2.0089087093159543,0.2894908037242585,9.434097478845613,0.28073963224887855,0.06015986204147339,0.26250597834587097,0.21724005217743123,0.0,0.0,0.3835537356293825,0.17313319226007373,0.8158931482005223,1.0630538068748827,2.1720617134664604,True
Grxcr2,ENSMUSG00000073574,18,41999049,41985323,-,-0.0014,-6.044552976348974e-12,0.0604221052511038,56,0.1271877884864807,0.730956811484607,16.43626740437227,0.6916562779330683,5.292320333142726,0.06280041261576116,0.007336719892919064,0.16092778742313385,1.40279951657916e-10,0.0,0.0,0.33621033238476705,0.03199800575730214,0.47382128045990546,0.4977399167704881,1.4515859163453853,False
Lars,ENSMUSG00000024493,18,42262194,42202298,-,0.0806,1.3955919228790458e-11,0.581037730700609,8450,-0.12110769748687744,,,,,,,,,,,,,,,,False
Gm4013,ENSMUSG00000117662,18,42275197,42274382,-,-0.0073,1.8825783315651766e-11,0.12841827481751458,574,-0.06373560428619385,,,,,,,,,,,,,,,,False
Gpr151,ENSMUSG00000042816,18,42579652,42577881,-,-0.0004,-1.3005311291860082e-12,0.004728958597945923,1904,0.0,,,,,,,,,,,,,,,,False
C030004G16Rik,ENSMUSG00000117926,18,42622459,42615635,-,0.0071,5.6552330088837486e-12,0.01444573001224727,8,-0.03335309028625488,,,,,,,,,,,,,,,,False
Ppp2r2b,ENSMUSG00000024500,18,43059471,42637432,-,-0.015,-3.0391950842914944e-11,0.16180040907923596,875,-0.19544661045074463,,,,,,,,,,,,,,,,False
Dpysl3,ENSMUSG00000024501,18,43438286,43320984,-,0.1539,1.0704857179488259e-11,0.12181725276276094,414,0.4626074433326721,0.2709110277541257,1.1410895766508165,0.4487478546136989,12.292884582177239,0.5015433779358864,0.04226856678724289,0.09144053608179092,5.6273267590649915e-18,0.0,0.0,0.49028977143655006,0.20094941317219608,0.4519615629286473,1.3014783413316127,1.8055611444440303,False
Eif3j2,ENSMUSG00000043424,18,43477796,43475418,-,-0.0154,-7.184887983522348e-11,0.5789043876505457,8383,0.0,,,,,,,,,,,,,,,,False
AC156546.1,ENSMUSG00000118018,18,43529880,43526177,-,0.0144,5.498543738027374e-12,0.03651814605757283,49,0.0,,,,,,,,,,,,,,,,False
Jakmip2,ENSMUSG00000024502,18,43687773,43531407,-,-0.0016,-2.6577576445626023e-11,0.15959936395804974,444,0.9658530689775944,1.4638713975276108,0.7368196310042917,0.8915158211016161,5.787028430777952,0.6177698448631499,0.5669777989387512,0.45838090777397156,0.21807887142328664,0.0,0.0,0.47063011029906354,1.4571189258290416,1.0416929696100474,0.31435189072127506,1.0087474718497729,True
Mcc,ENSMUSG00000071856,18,44812182,44425060,-,-0.0494,1.9702474205351236e-11,0.36798909319834844,3877,0.47946447134017944,0.11785763283410003,0.026400845445334865,0.11002348862592072,20.017529671968195,8.398144789073203,1.5096628665924072,0.20442041754722595,0.3235148611392546,0.0,0.0,0.30648999396543614,3.4264329818976966,0.5636085186932429,0.5280831956578583,5.311458926129094,False
A330093E20Rik,ENSMUSG00000098284,18,46045260,45683487,-,0.0085,-5.609865561617686e-13,0.004200327017002972,3491,-0.020937442779541016,,,,,,,,,,,,,,,,False
Trim36,ENSMUSG00000033949,18,46212607,46165300,-,-0.0011,2.626996560713498e-11,0.07042707281138759,189,-0.3445650339126587,,,,,,,,,,,,,,,,False
Pggt1b,ENSMUSG00000024477,18,46280993,46235351,-,-0.0451,3.772077906996401e-12,0.3943577988295478,5438,-0.3789682388305664,,,,,,,,,,,,,,,,False
Ccdc112,ENSMUSG00000071855,18,46311928,46282151,-,0.0007,-1.0683708934342e-10,0.3762929962887036,4731,0.04245173931121826,0.13085425380245463,1.3977563871284346,0.21281186152819495,12.729504761899038,0.41301994845271106,0.04360061511397362,0.13776284456253052,0.15779722043508834,0.0,0.0,0.3501773465076503,0.13832579057829514,0.5823539865428005,2.134494299180806,2.7361688419114376,True
Gm4107,ENSMUSG00000118002,18,46427128,46357872,-,-0.0021,5.671574834678586e-13,0.01524668857164798,7,-0.3648034334182739,,,,,,,,,,,,,,,,False
Fem1c,ENSMUSG00000033319,18,46525971,46501746,-,-0.0294,-3.3248886505400496e-11,0.35177293241231494,4495,-0.5565236806869507,,,,,,,,,,,,,,,,False
Ticam2,ENSMUSG00000056130,18,46574533,46557291,-,0.0155,1.667827514943618e-12,0.011108652000783823,6,0.0,,,,,,,,,,,,,,,,False
Tmed7,ENSMUSG00000033184,18,46597535,46560235,-,-0.0322,3.691330061892503e-13,0.1121528901225661,437,-1.321390151977539,,,,,,,,,,,,,,,,False
Cdo1,ENSMUSG00000033022,18,46728395,46713193,-,0.0335,1.4549992660626283e-11,0.0651325873572429,111,-0.5597683191299438,,,,,,,,,,,,,,,,False
Atg12,ENSMUSG00000032905,18,46741580,46730144,-,0.008,1.3294748182808775e-10,0.35731559049089956,4501,-0.12051379680633545,,,,,,,,,,,,,,,,False
Gm49974,ENSMUSG00000117588,18,46958680,46952563,-,0.0157,-5.809909591636715e-13,0.00976790926798855,132,-0.18418443202972412,,,,,,,,,,,,,,,,False
Sema6a,ENSMUSG00000019647,18,47368870,47235598,-,-0.0115,1.4738377280694827e-12,0.0046538656667002385,6115,-0.0067424774169921875,,,,,,,,,,,,,,,,False
Dtwd2,ENSMUSG00000024505,18,49755601,49696145,-,-0.0086,5.2416886878873543e-11,0.17047485267812626,1105,-0.48508167266845703,,,,,,,,,,,,,,,,False
C030005K06Rik,ENSMUSG00000086600,18,50053844,50042730,-,-0.0001,1.5360973602016861e-12,0.009692951510670705,466,-0.052221059799194336,,,,,,,,,,,,,,,,False
Lox,ENSMUSG00000024529,18,52529867,52516067,-,0.1929,-1.1581932582735842e-10,0.6530109559814532,7246,0.13123184442520142,2.10784847698492,35.72978570456212,0.6639901966466003,5.637472063600721,0.013152167508378625,0.020148497074842453,0.7123579382896423,0.15757707588284908,0.0,0.0,0.4785023084605656,0.06981182146672764,2.3601139819827575,1.6079881699447645,0.9552073932103599,False
Ppic,ENSMUSG00000024538,18,53418115,53406332,-,0.1449,2.1858105220270725e-10,0.6446095200880365,7492,0.09432405233383179,1.2764833554465895,15.104675169101421,0.4591423299994667,4.603733078522118,0.030497592575848106,0.02920810505747795,0.452521950006485,0.1984027929264837,0.0,0.0,0.44766837373834106,0.09155223746282547,1.4631187968469899,1.4028415313709885,0.9768672849295258,True
Cep120,ENSMUSG00000048799,18,53744608,53681723,-,-0.0293,4.675684745063837e-11,0.2564545091407075,2487,-1.338942050933838,,,,,,,,,,,,,,,,False
Zfp608,ENSMUSG00000052713,18,54992555,54888048,-,-0.0799,-9.843546831713341e-12,0.2920233149857991,2800,-0.5073190927505493,,,,,,,,,,,,,,,,False
Aldh7a1,ENSMUSG00000053644,18,56572951,56509687,-,0.0565,-8.921194958175358e-11,0.5186632932039695,8124,-0.1734236478805542,,,,,,,,,,,,,,,,False
March3,ENSMUSG00000032656,18,56925548,56761716,-,-0.0172,-8.920714316240215e-13,0.03649714335604402,49,-3.3156909942626953,,,,,,,,,,,,,,,,False
C330018D20Rik,ENSMUSG00000024592,18,56975368,56955833,-,0.0158,-7.235006921309306e-11,0.23670804241442986,2086,-0.2084636688232422,,,,,,,,,,,,,,,,False
4930511M06Rik,ENSMUSG00000086607,18,57552397,57373455,-,0.0132,-3.796543678663622e-13,0.006435733974042131,2260,-0.5413525104522705,,,,,,,,,,,,,,,,False
2210409D07Rik,ENSMUSG00000118322,18,57638585,57632079,-,0.0067,-6.8212703435388545e-12,0.031271511602765596,35,-0.012145161628723145,,,,,,,,,,,,,,,,False
Fbn2,ENSMUSG00000024598,18,58210487,58008623,-,-0.092,5.1937566709052934e-11,0.5726186362163946,7777,0.5050067007541656,1.4833941280652192,0.723236423793377,0.7207379364319041,5.740285601708399,0.5482765674591065,0.5255689024925232,0.4529307186603546,0.3022981352948719,0.0,0.0,0.37013455719332644,1.6929522580698961,1.3832603983725582,0.5853487321958167,1.1348345216449776,True
Smim3,ENSMUSG00000038059,18,60501987,60474191,-,0.0969,2.9776729165932856e-11,0.1935088645877573,1345,-0.1626983880996704,,,,,,,,,,,,,,,,False
Myoz3,ENSMUSG00000049173,18,60591788,60573750,-,0.0053,-8.371981049138735e-13,0.00804639089102031,3067,-0.15951025485992432,,,,,,,,,,,,,,,,False
Synpo,ENSMUSG00000043079,18,60660142,60593973,-,-0.0145,3.7159389289717864e-11,0.2757513308784141,2318,0.21351492404937744,0.19139983771176655,0.7595143040607895,0.394559019823734,8.537052291719128,0.9226270041366419,0.09024753421545029,0.1238185465335846,0.21315253900401424,0.0,0.0,0.3598135930310064,0.26662934913417174,0.40723477848323764,1.1561003850582081,1.7203828700730484,True
Ndst1,ENSMUSG00000054008,18,60748650,60684494,-,-0.0181,8.506028470647858e-11,0.5040018344042134,7956,0.026073038578033447,0.2192113140028561,0.8322584300722481,0.15133824517112646,13.131889784546582,0.5110749446600675,0.09209681302309036,0.27435779571533203,0.21449697782234203,0.0,0.0,0.30393963511092603,0.2793001244970118,1.2783563201283585,1.2304404784995642,3.579435229046315,True
Tcof1,ENSMUSG00000024613,18,60848971,60813755,-,-0.1116,-2.2726697293363048e-10,0.6394792961313787,8302,0.25197726488113403,1.147736664519008,3.1315951417600973,0.28610220079825843,13.897918407721939,0.1482587071942786,0.12642991542816162,1.0794590711593628,0.2531196619287657,0.0,0.0,0.4479689513559324,0.37353142983561255,3.0723757887708727,0.7996331326668119,2.596578216338455,True
Slc6a7,ENSMUSG00000052026,18,61014222,60995380,-,0.0037,-1.2775462636081084e-12,0.011918959462964809,6,-0.012124180793762207,,,,,,,,,,,,,,,,False
Cdx1,ENSMUSG00000024619,18,61036199,61018862,-,0.0093,4.416880419638219e-12,0.012197291025085445,1435,-0.0036400556564331055,,,,,,,,,,,,,,,,False
Hmgxb3,ENSMUSG00000024622,18,61177050,61131277,-,-0.0293,5.5862128269973214e-11,0.3267115198078334,3935,-1.48018479347229,,,,,,,,,,,,,,,,False
Slc26a2,ENSMUSG00000034320,18,61211612,61192919,-,-0.0106,-3.9374187326853364e-11,0.2440240563338562,2119,-0.012919068336486816,,,,,,,,,,,,,,,,False
Ppargc1b,ENSMUSG00000033871,18,61400431,61298136,-,-0.0352,4.934077849396312e-11,0.3105693099801247,3369,-0.45642805099487305,,,,,,,,,,,,,,,,False
Arhgef37,ENSMUSG00000045094,18,61536594,61491657,-,0.0023,8.142032137389685e-13,0.019877852963589456,147,-0.3653651475906372,,,,,,,,,,,,,,,,False
