source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
A/N	A/N	Lamc1	Sv2a	8.74976117586649e-6	0	LAMC1_SV2A	Lamc1  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	A/N	Lamc1	Sv2a	3.2398543051736526e-6	0	LAMC1_SV2A	Lamc1  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc1	Sv2a	3.3177474942679814e-5	0	LAMC1_SV2A	Lamc1  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc2	Sv2a	4.958027691063336e-7	0	LAMC2_SV2A	Lamc2  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Hspg2	Dag1	5.548302520182732e-5	0	HSPG2_DAG1	Hspg2  - Dag1	HSPG	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Hspg2	Dag1	1.0939567099844256e-4	0	HSPG2_DAG1	Hspg2  - Dag1	HSPG	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Hspg2	Dag1	7.071548377942149e-5	0	HSPG2_DAG1	Hspg2  - Dag1	HSPG	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lama5	Dag1	3.133194726609011e-5	0.02	LAMA5_DAG1	Lama5  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lama5	Dag1	6.177853182124995e-5	0	LAMA5_DAG1	Lama5  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	Dag1	3.993416891782733e-5	0.02	LAMA5_DAG1	Lama5  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamb1	Dag1	1.859699137062396e-5	0	LAMB1_DAG1	Lamb1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamb1	Dag1	3.6668931928156086e-5	0	LAMB1_DAG1	Lamb1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	Dag1	2.370289931739609e-5	0	LAMB1_DAG1	Lamb1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc1	Dag1	1.345014534334965e-4	0.02	LAMC1_DAG1	Lamc1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	A2	Lamc1	Dag1	6.994564771540393e-5	0.03	LAMC1_DAG1	Lamc1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc1	Dag1	2.651756453372136e-4	0	LAMC1_DAG1	Lamc1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	Dag1	1.714241242030241e-4	0	LAMC1_DAG1	Lamc1  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc2	Dag1	2.010184620651864e-6	0.03	LAMC2_DAG1	Lamc2  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc2	Dag1	3.963679377303392e-6	0.02	LAMC2_DAG1	Lamc2  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	Dag1	2.5621037141721507e-6	0.04	LAMC2_DAG1	Lamc2  - Dag1	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	A2	Cadm1	Cadm1	0.006934393607018652	0	CADM1_CADM1	Cadm1  - Cadm1	CADM	Cell-Cell Contact	PMID: 24503895
A/N	A/N	Cd46	Jag1	1.8404517568429683e-7	0	CD46_JAG1	Cd46  - Jag1	CD46	Cell-Cell Contact	PMID: 23086448
P/Y	A/N	Cd46	Jag1	7.152101959408065e-8	0	CD46_JAG1	Cd46  - Jag1	CD46	Cell-Cell Contact	PMID: 23086448
A/N	P/Y	Cd46	Jag1	3.0160744714554447e-7	0.02	CD46_JAG1	Cd46  - Jag1	CD46	Cell-Cell Contact	PMID: 23086448
P/Y	P/Y	Cd46	Jag1	1.1720640656452729e-7	0.04	CD46_JAG1	Cd46  - Jag1	CD46	Cell-Cell Contact	PMID: 23086448
A/N	A/N	Cdh4	Cdh4	2.7395666918028847e-6	0	CDH4_CDH4	Cdh4  - Cdh4	CDH	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Cdh2	Cdh2	7.980299783427069e-4	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514
A2	A/N	Cdh2	Cdh2	2.0989355575651847e-4	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514
P/Y	A/N	Cdh2	Cdh2	3.0679475007506444e-4	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Cdh2	Cdh2	2.0989355575651847e-4	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514
A/N	P/Y	Cdh2	Cdh2	3.0679475007506444e-4	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514
A2	A2	Cdh1	Cdh1	0.0020764747579878166	0	CDH1_CDH1	Cdh1  - Cdh1	CDH	Cell-Cell Contact	KEGG: mmu04514
A2	P/Y	Cdh1	ITGA2_ITGB1	3.137699875805819e-4	0	CDH1_ITGA1_ITGB1	Cdh1  - (Itga1+Itgb1)	CDH1	Cell-Cell Contact	PMID: 12392763
P/Y	A2	Cspg4	ITGA3_ITGB1	1.358886907409572e-6	0	CSPG4_ITGA2_ITGB1	Cspg4  - (Itga2+Itgb1)	CSPG4	Cell-Cell Contact	PMID: 30213051
P/Y	P/Y	Cspg4	ITGA3_ITGB1	4.132207062046002e-6	0	CSPG4_ITGA2_ITGB1	Cspg4  - (Itga2+Itgb1)	CSPG4	Cell-Cell Contact	PMID: 30213051
P/Y	P/Y	Efna4	Epha2	3.227097281929254e-7	0	EFNA4_EPHA2	Efna4  - Epha2	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	A/N	Efna4	Epha3	6.96301429152344e-8	0	EFNA4_EPHA3	Efna4  - Epha3	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	P/Y	Efna4	Epha4	9.222144237909944e-7	0	EFNA4_EPHA4	Efna4  - Epha4	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	A/N	Efna4	Epha5	1.2450844450368762e-6	0	EFNA4_EPHA5	Efna4  - Epha5	EPHA	Cell-Cell Contact	PMID: 15114347
A/N	P/Y	Efna5	Epha2	1.5068628284573915e-4	0	EFNA5_EPHA2	Efna5  - Epha2	EPHA	Cell-Cell Contact	PMID: 15114347
A2	P/Y	Efna5	Epha2	7.253667240107122e-5	0	EFNA5_EPHA2	Efna5  - Epha2	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	P/Y	Efna5	Epha2	6.357876026906265e-5	0	EFNA5_EPHA2	Efna5  - Epha2	EPHA	Cell-Cell Contact	PMID: 15114347
A/N	A/N	Efna5	Epha3	3.2516977001327874e-5	0	EFNA5_EPHA3	Efna5  - Epha3	EPHA	Cell-Cell Contact	PMID: 15114347
A2	A/N	Efna5	Epha3	1.565191401807646e-5	0	EFNA5_EPHA3	Efna5  - Epha3	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	A/N	Efna5	Epha3	1.3718885426446522e-5	0	EFNA5_EPHA3	Efna5  - Epha3	EPHA	Cell-Cell Contact	PMID: 15114347
A/N	P/Y	Efna5	Epha4	4.3049912843547226e-4	0	EFNA5_EPHA4	Efna5  - Epha4	EPHA	Cell-Cell Contact	PMID: 15114347
A2	P/Y	Efna5	Epha4	2.07261779836541e-4	0	EFNA5_EPHA4	Efna5  - Epha4	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	P/Y	Efna5	Epha4	1.8166902121589308e-4	0	EFNA5_EPHA4	Efna5  - Epha4	EPHA	Cell-Cell Contact	PMID: 15114347
A/N	A/N	Efna5	Epha5	5.811307578035804e-4	0	EFNA5_EPHA5	Efna5  - Epha5	EPHA	Cell-Cell Contact	PMID: 15114347
A2	A/N	Efna5	Epha5	2.7980453420858723e-4	0	EFNA5_EPHA5	Efna5  - Epha5	EPHA	Cell-Cell Contact	PMID: 15114347
P/Y	A/N	Efna5	Epha5	2.4525636772657484e-4	0	EFNA5_EPHA5	Efna5  - Epha5	EPHA	Cell-Cell Contact	PMID: 15114347
A/N	A/N	Efna5	Ephb2	0.0028239568781612974	0.01	EFNA5_EPHB2	Efna5  - Ephb2	EPHA	Cell-Cell Contact	PMID:15107857; PMID: 15114347
A/N	A2	Efna5	Ephb2	0.0038030984566965304	0	EFNA5_EPHB2	Efna5  - Ephb2	EPHA	Cell-Cell Contact	PMID:15107857; PMID: 15114347
P/Y	P/Y	Efnb1	Epha4	1.4186758845805414e-6	0	EFNB1_EPHA4	Efnb1  - Epha4	EPHB	Cell-Cell Contact	PMID: 15114347
P/Y	A/N	Efnb1	Ephb2	9.328390020418527e-6	0.04	EFNB1_EPHB2	Efnb1  - Ephb2	EPHB	Cell-Cell Contact	PMID: 15114347
P/Y	A2	Efnb1	Ephb2	1.2575099880369035e-5	0.02	EFNB1_EPHB2	Efnb1  - Ephb2	EPHB	Cell-Cell Contact	PMID: 15114347
P/Y	P/Y	Efnb1	Ephb4	4.094867753623282e-7	0	EFNB1_EPHB4	Efnb1  - Ephb4	EPHB	Cell-Cell Contact	PMID: 15114347
A2	A2	F11r	F11r	1.5502070229099672e-4	0	F11R_F11R	F11r  - F11r	JAM	Cell-Cell Contact	KEGG: mmu04514
A2	A/N	F11r	Jam3	1.0923010290597702e-4	0	F11R_JAM3	F11r  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
A2	P/Y	F11r	Jam3	1.4094314270316085e-4	0	F11R_JAM3	F11r  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Jam3	F11r	1.0923010290597702e-4	0	JAM3_F11R	Jam3  - F11r	JAM	Cell-Cell Contact	KEGG: mmu04514
P/Y	A2	Jam3	F11r	1.4094314270316085e-4	0	JAM3_F11R	Jam3  - F11r	JAM	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Jam3	Jam3	7.696426220792874e-5	0	JAM3_JAM3	Jam3  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
P/Y	A/N	Jam3	Jam3	9.931041290901844e-5	0	JAM3_JAM3	Jam3  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
A/N	P/Y	Jam3	Jam3	9.931041290901844e-5	0	JAM3_JAM3	Jam3  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
P/Y	P/Y	Jam3	Jam3	1.2814381422793724e-4	0	JAM3_JAM3	Jam3  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514
A2	A2	L1cam	L1cam	3.0688127632978155e-6	0	L1CAM_L1CAM	L1cam  - L1cam	L1CAM	Cell-Cell Contact	PMID: 18701456
A2	A2	Mpzl1	Mpzl1	7.164372967388242e-4	0	MPZL1_MPZL1	Mpzl1  - Mpzl1	MPZ	Cell-Cell Contact	KEGG: mmu04514
A/N	P/Y	Ncam1	Fgfr1	8.220382945391387e-4	0	NCAM1_FGFR1	Ncam1  - Fgfr1	NCAM	Cell-Cell Contact	PMID: 12791257
A2	P/Y	Ncam1	Fgfr1	2.717419925907819e-4	0	NCAM1_FGFR1	Ncam1  - Fgfr1	NCAM	Cell-Cell Contact	PMID: 12791257
P/Y	P/Y	Ncam1	Fgfr1	1.8251648135019855e-4	0.01	NCAM1_FGFR1	Ncam1  - Fgfr1	NCAM	Cell-Cell Contact	PMID: 12791257
A/N	A/N	Ncam1	Ncam1	0.005032807773716809	0	NCAM1_NCAM1	Ncam1  - Ncam1	NCAM	Cell-Cell Contact	KEGG: mmu04514
A2	A/N	Ncam1	Ncam1	0.0016684069177582634	0	NCAM1_NCAM1	Ncam1  - Ncam1	NCAM	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Ncam1	Ncam1	0.0016684069177582634	0	NCAM1_NCAM1	Ncam1  - Ncam1	NCAM	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Ncam1	L1cam	1.2457547379911732e-4	0	NCAM1_L1CAM	Ncam1  - L1cam	NCAM	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Nectin3	Nectin1	2.8981420680770427e-5	0	NECTIN3_NECTIN1	Nectin3  - Nectin1	NECTIN	Cell-Cell Contact	PMID: 23027581
P/Y	A2	Nectin3	Nectin1	5.68194525454778e-5	0	NECTIN3_NECTIN1	Nectin3  - Nectin1	NECTIN	Cell-Cell Contact	PMID: 23027581
A/N	A2	Nectin3	Nectin2	1.6965056049157558e-5	0	NECTIN3_NECTIN2	Nectin3  - Nectin2	NECTIN	Cell-Cell Contact	PMID: 23027581
P/Y	A2	Nectin3	Nectin2	3.326118254586779e-5	0	NECTIN3_NECTIN2	Nectin3  - Nectin2	NECTIN	Cell-Cell Contact	PMID: 23027581
A/N	P/Y	Nectin3	Pvr	4.1842060319139656e-6	0	NECTIN3_PVR	Nectin3  - Pvr	NECTIN	Cell-Cell Contact	PMID: 23027581
P/Y	P/Y	Nectin3	Pvr	8.2035301787658e-6	0	NECTIN3_PVR	Nectin3  - Pvr	NECTIN	Cell-Cell Contact	PMID: 23027581
A2	A/N	Nectin1	Nectin3	2.8981420680770427e-5	0	NECTIN1_NECTIN3	Nectin1  - Nectin3	NECTIN	Cell-Cell Contact	KEGG: mmu04514
A2	P/Y	Nectin1	Nectin3	5.68194525454778e-5	0	NECTIN1_NECTIN3	Nectin1  - Nectin3	NECTIN	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Negr1	Negr1	4.5963450283364093e-4	0	NEGR1_NEGR1	Negr1  - Negr1	NEGR	Cell-Cell Contact	KEGG: mmu04514
P/Y	A/N	Negr1	Negr1	7.026263777819453e-5	0	NEGR1_NEGR1	Negr1  - Negr1	NEGR	Cell-Cell Contact	KEGG: mmu04514
A/N	P/Y	Negr1	Negr1	7.026263777819453e-5	0	NEGR1_NEGR1	Negr1  - Negr1	NEGR	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Lrrc4b	Ptprf	1.1595726562725862e-5	0	LRRC4B_PTPRF	Lrrc4b  - Ptprf	NGL	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Lrrc4b	Ptprf	2.5632850785795728e-5	0	LRRC4B_PTPRF	Lrrc4b  - Ptprf	NGL	Cell-Cell Contact	KEGG: mmu04514
A/N	P/Y	Lrrc4b	Ptprf	7.163764794688633e-6	0	LRRC4B_PTPRF	Lrrc4b  - Ptprf	NGL	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Jag1	Notch2	2.6537221661969125e-7	0	JAG1_NOTCH2	Jag1  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464
A/N	A2	Jag1	Notch2	9.75368361793891e-8	0	JAG1_NOTCH2	Jag1  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464
A/N	P/Y	Jag1	Notch2	1.3607337316100444e-6	0	JAG1_NOTCH2	Jag1  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464
P/Y	P/Y	Jag1	Notch2	2.2299259789601513e-6	0.03	JAG1_NOTCH2	Jag1  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464
A2	P/Y	Jag2	Notch2	6.593743894957383e-5	0	JAG2_NOTCH2	Jag2  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464
A2	A2	Ocln	Ocln	2.580569119483427e-4	0	OCLN_OCLN	Ocln  - Ocln	OCLN	Cell-Cell Contact	KEGG: mmu04514
A/N	A/N	Ptprm	Ptprm	0.008316091573578066	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514
A2	A/N	Ptprm	Ptprm	0.005480025290533846	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514
A/N	A2	Ptprm	Ptprm	0.005480025290533846	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514
